儿童频道,#genre#
黑莓动画,http://xxx.504900.xyz:35455/itv/1000000004000021734.m3u8?cdn=ystenlive#http://35455.koyeb.app/itv/1000000004000021734.m3u8?cdn=ystenlive
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
爱幼教iHOT,http://xxx.504900.xyz:35455/itv/6000000006000180630.m3u8?cdn=wasusyt
爱动漫iHOT,http://xxx.504900.xyz:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
动漫秀场SiTV,http://xxx.504900.xyz:35455/itv/5000000011000031113.m3u8?cdn=bestzb
MOMO親子,http://211.75.171.121:8522/http/61.67.128.137:8081/hls/90/80/momo4max.m3u8
東森幼幼,http://211.75.171.121:8593/http/61.67.128.137:8088/hls/63/805/ch009.m3u8
東森幼幼,http://122.117.71.103:8515/http/61.222.53.250:8081/hls/63/805/ch09.m3u8
龍華卡通台,http://211.75.171.121:8504/http/61.67.128.137:8068/hls/14/80/cstv14.m3u8
龍華卡通台,http://125.229.9.67:8516/http/220.130.87.218:8068/hls/14/80/cstv14.m3u8

江苏优漫卡通,http://wouu.net:9977/udp/239.93.0.251:5140
江苏优漫卡通,http://qjrhc.jydjd.top:2911/udp/224.1.100.119:11111
嘉佳卡通,http://121.33.239.242:9901/tsfile/live/1001_1.m3u8
嘉佳卡通,http://218.89.240.144:59901/tsfile/live/1003_1.m3u8
嘉佳卡通,http://61.138.128.226:19901/tsfile/live/1019_1.m3u8
湖南金鹰卡通,http://220.170.241.204:9901/tsfile/live/1005_1.m3u8
湖南金鹰卡通,http://58.19.43.46:9901/tsfile/live/1000_1.m3u8
上海哈哈炫动,http://60.29.124.66:6080/hls/62/index.m3u8

北京卡酷少儿,http://dsk.cc/bjtv/btime.php?id=bjkk
北京卡酷少儿,http://60.29.124.66:6080/hls/58/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8$官方源
广东少儿,http://120.234.5.28:6000/udp/239.21.0.87:3688
广东少儿,http://gmxw.7766.org:808/hls/175/index.m3u8
广东少儿,http://121.33.239.242:9901/tsfile/live/0130_2.m3u8?key=txiptv&playlive=1&authid=0
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
江西少儿,http://php.jdshipin.com:8880/iptv.php?id=jxse
南京少儿,http://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
内蒙古少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800
山东少儿,http://123.132.233.194:352/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
霸州少儿频道Not247,http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8
韩国EBS少儿频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
韩国lEBS儿童频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8

荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
江苏教育,https://025365.xyz:8082/jstv.php?id=jsjy
无锡教育,https://tv.wxjy.com.cn:9001/tvwebstream/tv_channel_1359/index.m3u8
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8
江西教育频道,http://php.jdshipin.com:8880/iptv.php?id=jxjy
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8?shandd#http://stream.zztvzd.com/2/sd/live.m3u8
济宁教育,http://39.134.144.6:8089/PLTV/88888888/224/3221226063/index.m3u8
枣庄教育,http://39.134.144.6:8089/PLTV/88888888/224/3221226030/index.m3u8
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
宿州科技教育频道,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8


央视卫视(网页模式),#genre#
CCTV1,hybrid-webview://https://tv.cctv.com/live/cctv1/
CCTV2,hybrid-webview://https://tv.cctv.com/live/cctv2/
CCTV3,hybrid-webview://https://tv.cctv.com/live/cctv3/
CCTV4,hybrid-webview://https://tv.cctv.com/live/cctv4/
CCTV5,hybrid-webview://https://tv.cctv.com/live/cctv5/
CCTV5+,hybrid-webview://https://tv.cctv.com/live/cctv5plus/
CCTV6,hybrid-webview://https://tv.cctv.com/live/cctv6/
CCTV7,hybrid-webview://https://tv.cctv.com/live/cctv7/
CCTV8,hybrid-webview://https://tv.cctv.com/live/cctv8/
CCTV9,hybrid-webview://https://tv.cctv.com/live/cctv9/
CCTV10,hybrid-webview://https://tv.cctv.com/live/cctv10/
CCTV11,hybrid-webview://https://tv.cctv.com/live/cctv11/
CCTV12,hybrid-webview://https://tv.cctv.com/live/cctv12/
CCTV13,hybrid-webview://https://tv.cctv.com/live/cctv13/
CCTV14,hybrid-webview://https://tv.cctv.com/live/cctv14/
CCTV15,hybrid-webview://https://tv.cctv.com/live/cctv15/
CCTV16,hybrid-webview://https://tv.cctv.com/live/cctv16/
CCTV17,hybrid-webview://https://tv.cctv.com/live/cctv17/

CGTN,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600014550
CGTN纪录,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600084781
CGTN俄语频道,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600084758
CGTN法语频道,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600084704
CGTN西班牙语频道,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600084744
CGTN阿拉伯语频道,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600084782
CCTV风云剧场,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600099658
CCTV怀旧剧场,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600099620
CCTV第一剧场,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600099655
中国教育1,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600171827

北京卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002309
江苏卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002521
东方卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002483
浙江卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002520
湖南卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002475
湖北卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002508
广东卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002485
广西卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002509
黑龙江卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002498
海南卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002506
重庆卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002531
深圳卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002481
四川卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002516
河南卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002525
东南卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002484
贵州卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002490
江西卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002503
辽宁卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002505
安徽卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002532
河北卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002493
山东卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600002513
天津卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600152137
吉林卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600190405
陕西卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600190400
甘肃卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600190408
宁夏卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600190737
内蒙古卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600190401
云南卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600190402
山西卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600190407
青海卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600190406
西藏卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600190403
中国教育电视台1频道,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600171827
新疆卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600152138
兵团卫视,hybrid-webview://https://www.yangshipin.cn/tv/home?pid=600193252

央视卫视(直播模式),#genre#
CCTV世界地理,http://60.2.190.206:4000/udp/239.253.92.113:8066#http://111.61.236.247:9081/hls/62/index.m3u8
CCTV兵器科技,http://60.2.190.206:4000/udp/239.253.93.47:6435
CCTV女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8
CCTV怀旧剧场,http://60.2.190.206:4000/udp/239.253.93.252:6430
CCTV怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8
CCTV第一剧场,http://60.2.190.206:4000/udp/239.253.93.138:6428,0.79
CCTV风云足球,http://120.238.94.10:9901/tsfile/live/1087_1.m3u8
CCTV老故事,http://nas.hssvm.com:8888/udp/225.1.1.188:5002
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8

CCTV1,http://39.134.65.175/PLTV/88888888/224/3221225816/1.m3u8
CCTV2,http://39.134.65.175/PLTV/88888888/224/3221225599/1.m3u8
CCTV3,http://39.134.65.175/PLTV/88888888/224/3221225799/1.m3u8
